FlexSite	UnitCode	Description	JAN	FEB	MAR	APR	MAY	JUN	JUL	AUG	SEP	OCT	NOV	DEC
HO5	5169	REFERRED TROPONIN I	3	2	1	1	1	0	0	1	1	0	2	0
HO5	5233	BCR-ABL1, QUANT, MINOR (p190)	0	0	1	0	0	0	0	0	0	0	0	0
HO5	5234	BCR-ABL1 QUAL, RFLX QUANT, NEW DIAGNOSIS	2	1	1	4	2	0	1	0	0	0	1	0
HO5	5236	BCR-ABL1, QUANT, CML MONITORING (p210)	3	4	4	4	2	5	6	2	4	5	0	1
HO5	5239	UDP GLUCURONOSYLTRANSFERASE 1A1 (UGT1A1) GENOTYPING	0	0	0	0	0	0	0	0	1	0	0	0
HO5	5259	OXCARBAZEPINE METABOLITE	0	0	0	0	0	1	0	0	0	0	1	0
HO5	5288	ITRACONAZOLE	0	0	0	1	0	0	0	0	0	0	0	0
HO5	5289	NICOTINE, SERUM/PLASMA, QUANT	0	0	0	0	0	1	0	0	0	0	0	0
HO5	5321	BETA-2 GLYCOPROTEIN 1 IgG/IgM	5	1	4	3	2	5	4	1	3	6	6	3
HO5	5329	INTERLEUKIN 6	0	0	0	0	1	0	0	0	0	0	0	0
HO5	5347	FREE LIGHT CHAINS, SERUM	22	22	35	15	18	14	15	18	16	17	16	16
HO5	5377	T-CELL GENE REARRANGEMENT	0	0	0	0	0	0	0	0	0	0	2	0
HO5	5390	CCP IgG	0	0	0	0	0	0	0	1	0	0	0	0
HO5	5396	GONORRHEA, TMA, SIMPLESWAB	0	0	1	0	0	0	1	0	1	0	0	0
HO5	5397	GONORRHEA, TMA, URINE	0	0	0	0	0	0	1	0	0	0	0	0
HO5	5398	CHLAMYDIA, TMA, SIMPLESWAB	1	0	1	0	0	0	1	0	1	0	0	0
HO5	5399	CHLAMYDIA, TMA, URINE	0	0	0	0	0	0	1	0	0	0	0	0
HO5	5405	EBV PCR QNT, PLASMA, SERUM, WB	0	1	1	2	2	0	2	4	1	0	2	3
HO5	5407	HEPARIN ANTI-Xa, LMWH	0	2	0	1	0	0	0	2	0	1	2	1
HO5	5418	TPMT	0	0	0	0	0	0	0	0	0	1	0	0
HO5	5425	BETA-2 GLYCOPROTEIN IgA	0	0	0	0	0	0	0	0	0	0	1	0
HO5	5441	VON WILLEBRAND PANEL WITH MULTIMERS	3	3	1	0	3	3	0	0	3	1	0	1
HO5	5443	MUMPS IgG AND IgM	0	0	0	0	0	0	0	0	0	1	0	0
HO5	5571	LEVETIRACETAM	0	0	0	0	0	0	0	1	0	1	0	1
HO5	5573	MITOTANE, SERUM	0	0	0	0	0	0	0	0	0	1	2	1
HO5	5585	B NATRIURETIC PEPTIDE	3	5	6	2	2	4	3	4	4	2	3	5
HO5	5591	H. PYLORI (BREATH)	0	0	0	1	1	0	0	0	0	0	0	0
HO5	5597	CMV PCR, QUANT, WB/CSF	0	0	0	0	0	0	0	1	0	0	0	2
HO5	5617	RETICULOCYTE HEMOGLOBIN	0	1	0	0	0	0	0	1	0	0	0	0
HO5	5681	BILE ACIDS, FRACTIONATED AND TOTAL	0	0	0	0	1	0	0	0	0	0	0	0
HO5	5718	ALDOSTERONE/RENIN RATIO	0	0	1	0	0	0	0	0	0	0	0	1
HO5	5722	NT-proBNP	0	0	0	0	0	0	0	0	0	1	2	1
HO5	5730	ALPHA THALASSEMIA, 7 DELETIONS	0	0	0	1	0	0	0	0	0	0	0	0
HO5	5767	INTERLEUKIN-2 RECEPTOR	0	0	0	0	1	0	0	0	0	0	0	0
HO5	5797	FREE CORTISOL	0	0	0	0	0	0	1	0	0	0	0	1
HO5	5825	CLOZAPINE	0	1	1	0	0	0	0	0	0	0	0	0
HO5	5826	CYCLOSPORIN A	0	1	1	0	1	0	0	0	0	3	2	1
HO5	5827	RHEUMATOID FACTOR IgG, IgM, IgA	0	0	0	0	0	0	0	0	0	0	0	1
HO5	5845	EBV PCR, QUANT, CSF	1	0	0	0	0	0	0	0	0	0	0	0
HO5	5865	CLL PANEL BY FISH	0	0	0	1	1	1	0	0	0	0	0	0
HO5	5931	LAMOTRIGINE	0	0	0	0	0	0	0	1	0	1	0	0
HO5	5949	*** INACTIVE ***	1	1	1	0	0	0	0	0	0	0	0	0
HO5	5950	 TROPONIN I	0	0	0	0	0	1	0	0	0	0	0	0
HO5	5999	TRYPTASE	2	1	1	1	1	2	1	1	3	0	1	0
HO5	6007	CULTURE, ROUTINE	3	0	2	3	1	0	1	1	2	3	0	2
HO5	6010	CULTURE, ANAEROBIC	0	0	0	0	0	0	0	0	0	1	0	1
HO5	6013	CULTURE, BLOOD	0	1	2	2	4	2	2	5	3	3	5	4
HO5	6041	UA, MICROSCOPIC, REFLEX TO CULTURE	11	7	12	16	19	22	20	16	9	20	13	5
HO5	6042	CULTURE, STOOL	0	0	0	1	0	1	0	0	1	0	0	0
HO5	6049	CULTURE, URINE	3	2	6	9	12	2	2	5	3	4	6	3
HO5	6051	URINALYSIS (CULTURE IF INDICATED)	2	0	2	4	6	1	4	3	2	3	2	3
HO5	6052	CULTURE, GENITAL	1	0	1	1	0	0	1	0	1	0	0	0
HO5	6074	CULTURE, FUNGUS, BLOOD	0	0	0	0	0	0	0	0	0	2	0	1
HO5	6075	CULTURE, FUNGUS SKIN, HAIR, NAILS	0	0	0	0	1	0	0	1	0	0	0	0
HO5	6089	CULTURE, URINE/SENSITIVITY ON ALL	0	0	0	0	0	0	0	1	0	0	1	2
HO5	6106	GRAM STAIN	0	0	0	0	0	0	0	1	0	0	0	0
HO5	6128	ACID FAST CULTURE	0	0	0	0	0	0	0	0	0	0	0	1
HO5	6335	C. DIFFICILE GDH REFLEX TOXIN/PCR	0	0	0	1	0	1	0	0	1	0	0	0
HO5	6501	REGIONAL GROUP A STREP RAPID, RFLX	0	0	0	0	0	0	0	0	0	0	0	1
HO5	7015	OCCULT BLD,FECAL,GUAIAC,SCRN (1-3)	0	0	0	0	1	0	0	0	0	0	0	0
HO5	9150	HANDLING FEE I	0	2	1	0	0	0	0	0	0	0	0	0
HO5	9163	IMMUNOGLOBULIN PROFILE	2	0	2	1	1	0	0	1	1	0	0	0
HO5	9175	HEPATIC FUNCTION PANEL	18	10	16	9	21	15	15	18	19	15	15	9
HO5	9179	COMPREHENSIVE METABOLIC PANEL	744	703	824	775	894	821	742	729	846	870	890	821
HO5	9180	COMPREHENSIVE METABOLIC PANEL + e-GFR	3	2	3	3	3	5	1	3	5	6	4	4
HO5	9319	BUN/CREATININE RATIO	0	0	0	2	1	2	0	0	0	0	0	0
HO5	9321	IMMUNOFIXATION + PROTEIN ELECTROPHORESIS, SERUM	12	9	15	6	6	4	10	8	9	9	6	9
HO5	9323	IMMUNOFIXATION + PROTEIN ELECTROPHORESIS, URINE	0	0	0	0	0	0	0	0	0	0	1	0
HO5	9324	RENAL FUNCTION PANEL	2	1	4	2	1	4	6	6	5	1	5	1
HO5	9325	HEPATITIS PANEL, ACUTE	1	1	0	0	1	0	1	2	2	1	3	2
HO5	9329	GENERAL HEALTH PANEL	0	1	1	2	1	0	1	0	0	0	0	1
HO5	9501	SIQ HEME CL	2	0	1	0	0	1	0	0	0	1	0	1
HO5	9503	SIQ HEME MISC.	0	0	0	0	0	1	0	0	0	0	0	0
HO5	9504	SIQ CHEM CL	1	1	0	1	3	4	1	0	0	6	9	9
HO5	9505	SIQ CHEM QNS	0	0	0	0	2	1	0	0	0	0	4	2
HO5	9506	SIQ CHEM MISC.	10	5	2	2	0	4	4	1	4	1	10	5
HO5	9507	SIQ CENT CL	1	1	0	0	0	0	0	0	0	0	0	0
HO5	9509	SIQ CENT MISC.	1	0	0	0	0	0	0	0	0	0	0	0
HO5	9512	SIQ ELEC. MISC.	0	0	0	0	1	0	0	0	0	0	0	0
HO5	9515	SIQ SPECCHEM MISC.	3	0	2	3	5	3	0	2	7	2	3	6
HO5	9516	SIQ SPECCHEM CL	1	0	0	0	2	1	0	2	3	1	1	1
HO5	9517	SIQ SPECCHEM QNS	0	0	0	0	0	2	0	1	1	0	0	1
HO5	9518	SIQ COBAS MISCELLANEOUS	0	1	0	1	1	0	0	1	0	0	0	3
HO5	9525	SIQ DAYCHEM CL	1	0	0	0	0	0	0	0	0	0	0	1
HO5	9533	SIQ COBAS CL	2	1	3	1	0	0	2	5	0	1	0	4
HO5	9632	TIQ UNSPUN SST >2 HOURS HOUSTON	0	0	0	0	0	0	1	0	0	0	0	1
HO5	9717	ADD ON HOUSTON	0	0	0	0	0	0	2	0	0	0	0	0
HO5	9865	REFERRAL ISSUE 1	0	0	0	0	1	0	0	0	0	0	0	1
HO5	9905	REFERRAL IN QUESTION, HANDLING FEE	0	0	1	0	0	0	0	0	0	0	0	0
HO5	9920	REFERRAL IN QUESTION	2	0	2	1	1	0	0	0	0	1	2	1
HO5	9921	REFERRAL IN QUESTION MISSING	1	1	0	0	0	0	0	0	0	1	0	2
HO5	9944	EXTRA LAVENDER	0	0	0	0	0	1	0	1	0	1	1	1
HO5	9947	 	0	0	0	0	0	0	1	0	0	1	4	3
HO5	9961	TIQ CLINICAL AUSTIN	0	0	1	0	0	0	0	0	0	0	0	0
HO5	9987	 	1	0	0	0	0	0	0	0	0	0	0	2
HO5	9999	NOTE:	0	0	0	1	1	0	0	0	0	0	1	3
HO5	10845	DICKSJEE CHEMISTRY PROFILE	0	0	1	0	0	0	0	0	0	0	0	0
HO5	11398	WELLBF CHEMISTRY + CBC PROFILE	0	0	0	0	0	0	0	0	0	1	0	0
HO5	13963	EHRLIL CMP + LIPID + CBC + THYROID II + UA PROFILE	0	0	1	0	0	0	0	0	0	0	0	0
HO5	14264	SAKENO CMP+6 + MAG + CBC PROFILE	20	15	23	21	35	28	19	13	23	40	41	33
HO5	14280	SAKENO PROFILE 2	12	4	10	6	5	7	3	4	10	7	1	4
HO5	14281	SAKENO PROFILE 1	6	10	8	8	6	6	7	6	11	12	13	9
HO5	18239	NORTHHRK FOLLOW UP PROFILE	1	0	0	0	0	0	0	0	0	0	0	0
HO5	18962	TEXASIM HEALTH SURVEY 8 PROFILE	0	0	3	0	0	0	0	0	0	0	0	0
HO5	18964	TEXASIM HEALTH SURVEY 4 PROFILE	0	0	30	1	0	0	0	0	0	0	0	0
HO5	280500	SERUM PROTEIN ELEC	0	1	0	1	0	0	1	0	0	0	0	0
HO5	307500	PORPHYRINS, TOTAL PLASMA	0	0	0	0	0	0	0	1	0	0	0	0
HO5	403000	VON WILLEBRAND PANEL	1	0	0	0	0	0	0	1	1	0	0	0
HO5	484100	PROTHROMBIN G20210A	1	0	0	0	0	0	0	0	0	0	0	0
HO5	856510	CHARGE ONLY MANUAL SED RATE	11	16	4	0	0	0	0	0	0	0	0	0
HOPIC	2208	BUN	0	0	0	0	0	0	0	0	1	0	0	0
HOPIC	2214	CREATININE	0	0	0	0	0	0	0	0	1	0	0	0
HOPIC	9179	COMPREHENSIVE METABOLIC PANEL	0	0	0	0	0	0	0	0	1	0	0	0
KV3	115	ELECTROLYTE PANEL	1	0	0	1	0	0	0	0	0	0	0	0
KV3	119	THYROID II PROFILE (T3U, T4, T7, TSH)	0	0	0	0	0	0	1	0	0	0	0	0
KV3	142	BASIC METABOLIC PANEL	6	7	7	3	8	10	10	12	6	8	6	5
KV3	173	LIPID PANEL	2	0	1	0	2	2	0	1	0	1	1	0
KV3	810	PATIENT RECORDS REQUEST, CURRENT	0	0	0	1	0	1	1	0	0	0	2	1
KV3	919	PHLEBOTOMY FEE, NON-CPL PATIENT	0	0	0	0	0	0	0	0	0	0	1	0
KV3	920	PHLEBOTOMY FEE - SINGLE	53	46	55	51	47	50	41	56	48	44	60	34
KV3	989	PATIENT DECLINED TEST(S)	0	0	0	0	0	1	0	0	0	0	0	0
KV3	991	UNLABELLED SPECIMEN	0	0	0	0	0	0	0	0	0	1	0	0
KV3	996	STANDING ORDER	21	25	30	31	25	23	22	28	29	24	35	19
KV3	997	 	0	2	3	2	1	1	2	4	1	2	1	0
KV3	998	MULTIPLE ORDERS	2	4	2	5	2	3	3	4	2	4	5	2
KV3	1000	CBC W/AUTO DIFF WITH PLATELETS	30	25	28	21	25	29	18	35	25	20	19	16
KV3	1007	CBC WITH MANUAL DIFFERENTIAL	0	0	0	0	0	1	0	0	0	0	0	0
KV3	1011	CBC WITH ABSOLUTE NEUTROPHIL COUNT	2	0	2	2	2	2	1	1	1	1	2	2
KV3	1035	HEMOGLOBIN AND HEMATOCRIT	0	0	1	0	0	0	0	0	0	0	0	0
KV3	1041	CBC W/O DIFF, WITH PLATELETS	0	1	0	0	1	3	0	0	0	0	0	0
KV3	1055	SEDIMENTATION RATE	1	3	3	2	2	2	2	2	2	0	0	0
KV3	1385	SPERM EXAM, POST VASECTOMY	0	0	1	0	0	0	0	1	0	1	1	2
KV3	1401	PROTIME AND PTT	0	0	0	0	0	0	0	0	0	1	0	0
KV3	1425	PROTHROMBIN TIME (PT)	30	29	37	37	32	36	23	41	30	29	35	30
KV3	1430	PTT	1	0	1	0	1	0	0	0	0	0	0	1
KV3	1435	D-DIMER	1	0	0	0	0	0	0	0	0	0	0	0
KV3	1500	MANUAL MICROSCOPIC REFLEX	2	1	0	3	1	1	3	0	1	0	0	1
KV3	1501	URINALYSIS W/REFLEX MICRO	2	1	1	3	0	0	2	0	1	1	1	2
KV3	1502	 ICTO REFLEX	1	1	0	0	0	0	1	0	1	0	0	0
KV3	1505	URINALYSIS WITH MICROSCOPIC	0	0	1	0	1	0	0	0	0	0	0	0
KV3	1540	PREGNANCY TEST, URINE	1	0	1	1	0	0	0	0	0	0	0	0
KV3	1600	 PATHOLOGIST REVIEW OF BLOOD SMEAR	0	0	0	1	0	0	0	1	0	0	0	0
KV3	2020	AMMONIA	0	0	0	3	1	4	0	1	1	0	1	2
KV3	2025	AMYLASE	5	2	2	2	2	2	1	2	1	0	3	1
KV3	2040	BILIRUBIN, TOTAL NEWBORN	0	0	0	0	0	0	0	0	0	0	1	0
KV3	2075	CK, TOTAL	0	0	0	0	1	0	0	0	0	0	0	0
KV3	2090	FERRITIN	1	0	1	0	0	0	1	1	0	0	0	0
KV3	2118	IRON BINDING CAPACITY AND IRON AND % SATURATION	1	0	0	0	0	0	1	1	0	0	0	0
KV3	2124	LIPASE	1	0	2	2	2	0	1	1	1	0	1	0
KV3	2130	MAGNESIUM	1	0	2	1	2	2	1	0	2	0	0	0
KV3	2159	PROTEIN/CREATININE RATIO, URINE, RANDOM	0	1	0	0	1	0	0	0	0	0	0	0
KV3	2208	BUN	3	0	0	0	1	0	0	0	0	0	1	1
KV3	2214	CREATININE	3	0	1	0	1	0	0	0	0	0	1	1
KV3	2216	GGT	0	0	0	0	1	0	0	0	0	0	0	0
KV3	2222	IRON, SERUM	1	0	0	0	0	0	0	1	0	0	0	0
KV3	2227	PHOSPHORUS	0	0	0	0	1	0	0	0	1	0	0	0
KV3	2228	POTASSIUM	2	0	2	1	1	2	1	0	3	0	1	2
KV3	2231	SODIUM	1	0	0	1	2	0	1	0	0	0	0	1
KV3	2233	URIC ACID	1	1	0	0	1	0	0	0	0	1	0	0
KV3	2236	CALCIUM, IONIZED	0	0	0	0	1	0	0	0	0	0	0	0
KV3	2608	PSA, TOTAL, MEDICARE SCREEN	0	0	0	0	0	0	0	0	0	1	0	0
KV3	2675	ESTRADIOL	0	0	0	0	0	0	0	0	0	0	1	0
KV3	2700	FOLLICLE STIM HORMONE	0	0	0	0	0	0	0	0	0	0	1	0
KV3	2708	HEMOGLOBIN A1c	0	0	0	0	0	0	0	0	0	0	1	0
KV3	2713	HCG, QUANTITATIVE	0	0	0	0	1	0	0	0	0	0	0	0
KV3	2714	HCG, QUALITATIVE	0	0	0	0	2	0	0	1	0	0	0	1
KV3	2790	PROGESTERONE	0	0	0	0	0	0	0	0	0	0	1	0
KV3	2814	INTACT PTH	0	0	0	0	1	0	0	0	0	0	0	0
KV3	2823	FREE T4 (THYROXINE)	0	0	0	0	2	0	1	0	0	0	0	0
KV3	2830	TESTOSTERONE	1	0	0	0	0	0	0	0	0	0	0	0
KV3	2834	TSH REFLEX TO FREE T4	0	0	0	0	0	0	0	0	0	0	1	0
KV3	2835	TSH	1	0	0	1	2	1	2	0	0	1	0	0
KV3	2840	VITAMIN B-12	0	0	0	1	1	0	0	0	0	0	0	0
KV3	2955	VITAMIN B 12 AND FOLIC ACID	1	0	0	0	0	0	0	0	0	0	0	0
KV3	3103	VANCOMYCIN, TROUGH	0	2	1	0	0	0	0	0	0	0	0	0
KV3	3500	RPR	1	0	0	0	1	0	0	0	0	0	0	0
KV3	3503	RPR REFLEX TO TP-PA	1	0	0	0	0	0	0	0	0	0	0	0
KV3	3510	MONONUCLEOSIS SCREEN	1	0	0	1	1	1	0	0	0	0	0	0
KV3	3540	HIV 1/2 4TH GEN, RFLX CONF	1	0	1	0	1	0	0	1	0	0	1	0
KV3	3545	C-REACTIVE PROTEIN	0	2	2	1	1	0	1	0	0	0	0	0
KV3	3550	ANA (ANTI-NUCLEAR AB) WITH REFLEX TITER	0	0	0	0	1	0	0	0	0	0	0	0
KV3	4273	FREE T3	0	0	0	1	0	0	0	0	0	0	0	0
KV3	4565	H. PYLORI IgG, QUAL	0	0	0	1	0	0	0	0	0	0	0	0
KV3	4571	HCV RNA, PCR QUANT	0	1	0	0	1	0	0	1	0	0	0	0
KV3	4591	INFLUENZA A AND B ANTIGEN	1	11	1	0	0	0	0	0	0	0	0	0
KV3	4642	EPSTEIN-BARR VCA IgG/IgM	1	0	0	0	0	0	0	0	0	0	0	0
KV3	4675	HEPATITIS C ANTIBODY	1	0	0	0	0	0	0	0	0	0	0	0
KV3	4821	C1 EST INHIBITOR, FUNCT	0	0	0	1	0	0	0	0	0	0	0	0
KV3	4909	PREALBUMIN	0	0	0	0	1	0	0	0	0	0	0	0
KV3	4936	TRANSFERRIN	1	0	0	0	0	0	0	0	0	0	0	0
KV3	4937	TESTOSTERONE, FREE/TOTAL WITH SHBG	0	0	1	1	1	0	0	0	0	1	1	0
KV3	4958	VITAMIN D, 25 OH	0	0	0	0	1	0	0	0	0	0	0	0
KV3	5585	B NATRIURETIC PEPTIDE	0	0	1	1	1	2	1	0	0	1	1	0
KV3	6012	CULTURE, MRSA	1	0	0	0	0	0	0	0	0	1	0	0
KV3	6041	UA, MICROSCOPIC, REFLEX TO CULTURE	0	0	0	0	0	0	0	0	0	1	0	0
KV3	6049	CULTURE, URINE	1	0	0	1	0	0	1	0	0	0	0	0
KV3	6051	URINALYSIS (CULTURE IF INDICATED)	1	0	1	0	1	1	1	0	0	0	0	0
KV3	6501	REGIONAL GROUP A STREP RAPID, RFLX	0	0	0	0	1	0	0	1	0	0	0	0
KV3	9175	HEPATIC FUNCTION PANEL	1	2	1	0	0	3	0	0	0	1	0	0
KV3	9179	COMPREHENSIVE METABOLIC PANEL	17	13	13	10	14	17	8	14	11	11	7	8
KV3	9319	BUN/CREATININE RATIO	0	0	0	0	1	0	0	0	0	0	0	0
KV3	9324	RENAL FUNCTION PANEL	1	0	0	1	1	0	0	1	1	0	0	0
KV3	9325	HEPATITIS PANEL, ACUTE	0	1	0	0	1	0	0	0	0	0	0	0
KV3	9329	GENERAL HEALTH PANEL	0	0	0	0	0	0	0	0	0	0	1	0
KV3	9504	SIQ CHEM CL	0	0	0	1	0	0	1	0	0	0	0	0
KV3	9506	SIQ CHEM MISC.	0	0	3	0	0	1	0	1	0	0	0	1
KV3	9515	SIQ SPECCHEM MISC.	0	0	0	0	0	0	0	0	0	0	1	0
KV3	9533	SIQ COBAS CL	0	0	0	0	0	0	1	0	0	0	0	0
KV3	9987	 	0	0	0	0	1	0	0	0	0	0	0	0
KV3	9999	NOTE:	0	1	1	2	0	0	0	1	0	0	0	0
KV3	10550	FAMILPA CHEMISTRY PROFILE	0	0	0	0	0	0	0	2	0	0	0	0
KV3	14287	LAHTC CHEMISTRY PROFILE	0	0	0	1	0	0	0	0	0	0	0	0
KV3	14288	LAHTC HEPATITIS B/C PROFILE	0	0	1	0	0	0	0	1	0	0	1	0
KV3	14408	LAHTC ADMISSION PROFILE, NO URINE	0	1	0	1	2	0	0	1	0	0	1	1
KV3	14421	LAHTC ADMISSION PROFILE WITH URINE	3	0	3	6	1	2	0	1	0	2	2	3
KV3	18950	LAHTC MIDTREAMENT, NO URINE PROFILE	0	0	0	0	0	1	0	1	1	0	0	1
KV3	18953	LAHTC MIDTREATMENT, W/ URINE PROFILE	0	0	0	0	0	2	1	1	0	0	0	0
KV3	856510	CHARGE ONLY MANUAL SED RATE	1	3	3	2	1	2	2	2	2	0	0	0
LU1	1055	SEDIMENTATION RATE	0	0	1	0	0	0	0	0	0	0	0	0
LU1	3575	COMPLEMENT C3 AND C4	0	0	1	0	0	0	0	0	0	0	0	0
LU1	4282	SJOGREN'S SS-A AND SS-B ANTIBODIES	0	0	1	0	0	0	0	0	0	0	0	0
LU1	4284	RNP ANTIBODY	0	0	1	0	0	0	0	0	0	0	0	0
LU1	5390	CCP IgG	0	0	1	0	0	0	0	0	0	0	0	0
LU1	7008	OCCULT BLD,FECAL,IMMUNOASSAY DIAG	0	0	1	0	0	0	0	0	0	0	0	0
LU1	7016	REGIONAL OCC BLD,FECAL,GUAIAC,SCRN	0	0	1	0	0	0	0	0	0	0	0	0
LU12	142	BASIC METABOLIC PANEL	1	0	0	0	11	13	11	8	20	15	9	13
LU12	162	HEPATITIS PANEL, DIAGNOSTIC	0	0	0	0	0	0	0	0	0	1	1	0
LU12	173	LIPID PANEL	6	2	5	3	12	9	4	2	4	2	2	4
LU12	205	LIPID PROFILE WITH CALCULATIONS AND NON-HDL CHOLESTEROL	0	0	0	0	0	0	0	0	0	0	0	1
LU12	391	ARTHRITIS PROFILE	0	0	0	0	0	0	0	0	0	1	0	0
LU12	870	NO SPECIMEN RECEIVED	0	1	0	0	0	0	0	0	0	0	0	0
LU12	920	PHLEBOTOMY FEE - SINGLE	21	20	31	17	26	37	26	43	33	24	27	21
LU12	925	PHLEBOTOMY FEE - CAPILLARY BLOOD	0	0	0	0	0	0	0	0	1	0	0	0
LU12	926	H PYLORI BREATH COLLECTION FEE	0	0	1	0	0	0	0	0	0	0	0	0
LU12	957	TIQ PATIENT IDENTIFIERS - LUBBOCK	0	0	0	1	0	0	0	0	0	0	0	0
LU12	996	STANDING ORDER	2	0	1	0	0	0	0	10	7	11	8	4
LU12	997	 	0	0	0	0	0	0	0	1	2	0	0	0
LU12	998	MULTIPLE ORDERS	0	0	0	0	1	0	0	1	0	0	1	0
LU12	1000	CBC W/AUTO DIFF WITH PLATELETS	0	3	0	2	38	22	11	11	20	15	9	13
LU12	1007	CBC WITH MANUAL DIFFERENTIAL	0	0	0	0	0	0	0	0	0	0	1	0
LU12	1050	RETICULOCYTE COUNT	1	0	1	0	0	0	1	0	0	1	0	0
LU12	1055	SEDIMENTATION RATE	0	3	2	1	1	2	0	0	0	1	0	0
LU12	1340	REFERRED RNP ANTIBODY	6	4	5	4	1	1	3	0	0	0	2	0
LU12	1341	REFERRED DNA DS ANTIBODY	20	15	15	13	2	3	5	3	0	0	2	1
LU12	1342	REFERRED SMITH (SM) ANTIBODY	7	4	6	4	1	1	3	0	0	0	1	0
LU12	1343	REFERRED SJOGREN'S SS-A AB	6	5	6	4	1	1	3	0	0	0	2	0
LU12	1344	REFERRED SJOGREN'S SS-B AB	6	5	6	4	1	1	3	0	0	0	2	0
LU12	1345	REFERRED SCL-70 ANTIBODY	6	4	6	4	1	1	3	0	0	0	2	0
LU12	1346	REFERRED INSULIN, RANDOM	1	4	2	5	0	0	0	0	0	0	0	0
LU12	1371	REFERRED DHEA SULFATE	1	1	1	1	0	0	0	1	0	2	0	0
LU12	1375	REFERRED COMPLEMENT C3	20	15	18	13	2	3	5	3	0	0	2	1
LU12	1376	REFERRED COMPLEMENT C4	20	15	17	13	2	3	5	3	0	0	2	1
LU12	1377	REFERRED CANCER ANTIGEN 125	0	1	1	0	0	0	0	0	1	0	0	0
LU12	1382	REFERRED PROTEIN/CREATININE RATIO, URINE, RANDOM	2	0	4	1	2	0	2	0	0	0	0	0
LU12	1401	PROTIME AND PTT	0	0	0	0	0	0	1	0	0	1	0	0
LU12	1425	PROTHROMBIN TIME (PT)	0	0	0	1	0	1	0	0	0	1	0	1
LU12	1435	D-DIMER	0	1	0	0	0	0	0	0	0	0	0	0
LU12	1501	URINALYSIS W/REFLEX MICRO	0	0	0	0	0	0	0	1	0	1	1	0
LU12	1505	URINALYSIS WITH MICROSCOPIC	0	0	0	0	0	0	1	0	0	0	0	0
LU12	2020	AMMONIA	0	0	1	1	0	1	1	0	0	1	1	1
LU12	2025	AMYLASE	1	4	4	0	2	1	1	1	0	5	1	0
LU12	2046	UREA NITROGEN, 24 HOUR URINE	0	0	0	0	0	0	0	0	1	0	0	0
LU12	2075	CK, TOTAL	0	0	0	0	0	0	0	0	0	1	0	0
LU12	2081	CREATININE, RANDOM URINE	0	0	1	0	0	0	0	0	1	0	0	0
LU12	2090	FERRITIN	1	0	1	1	0	2	1	0	3	3	1	0
LU12	2118	IRON BINDING CAPACITY AND IRON AND % SATURATION	2	1	2	1	1	1	1	0	3	3	0	0
LU12	2124	LIPASE	1	1	3	0	1	1	1	1	0	3	1	0
LU12	2130	MAGNESIUM	0	0	2	1	2	0	1	0	0	0	0	0
LU12	2150	PROTEIN, RANDOM URINE	0	0	0	0	0	0	0	1	0	0	0	0
LU12	2151	SODIUM, RANDOM URINE	0	0	0	0	0	0	0	0	1	0	0	0
LU12	2159	PROTEIN/CREATININE RATIO, URINE, RANDOM	0	0	0	1	0	0	0	0	0	0	1	0
LU12	2165	PROTEIN/CREATININE RATIO, URINE, 24 HOUR	0	0	0	0	1	0	0	0	0	0	0	0
LU12	2216	GGT	0	1	1	0	0	1	1	1	0	2	1	0
LU12	2224	LDH	0	0	0	1	0	1	0	2	1	0	0	1
LU12	2227	PHOSPHORUS	1	0	3	1	0	0	0	0	0	0	0	0
LU12	2233	URIC ACID	2	0	3	2	1	1	2	6	17	6	7	2
LU12	2240	CALC GLOBULIN	0	0	0	0	0	1	1	0	0	0	1	1
LU12	2245	REFERRED CALCULATED A/G RATIO	0	0	0	0	0	0	0	0	0	0	0	1
LU12	2246	REFERRED CALCULATED GLOBULIN	0	0	0	0	0	0	0	0	0	0	0	1
LU12	2606	PSA, TOTAL	1	0	0	1	0	1	0	1	0	1	0	0
LU12	2608	PSA, TOTAL, MEDICARE SCREEN	1	0	0	1	1	1	1	0	1	1	0	0
LU12	2625	AFP, TUMOR MARKER	0	0	0	0	0	0	0	0	0	1	0	1
LU12	2645	CEA	2	4	1	0	0	2	1	3	1	2	0	2
LU12	2660	CK ISOENZYMES	0	0	0	0	0	0	0	0	1	0	0	1
LU12	2675	ESTRADIOL	0	0	0	1	1	0	0	1	0	0	0	0
LU12	2695	FOLIC ACID	1	0	0	0	0	0	0	0	0	0	0	0
LU12	2700	FOLLICLE STIM HORMONE	0	0	0	0	1	0	0	1	0	0	0	0
LU12	2707	HEMOGLOBIN A1c W/EAG AND INT CHART	3	1	4	2	2	7	3	4	6	3	0	0
LU12	2708	HEMOGLOBIN A1c	0	0	1	3	21	14	5	3	8	6	3	6
LU12	2709	HEMOGLOBIN A1c WITH EAG	1	0	0	0	0	1	3	3	1	0	1	0
LU12	2713	HCG, QUANTITATIVE	0	0	0	0	0	0	0	0	2	0	0	0
LU12	2725	HEPATITIS A TOTAL AB REFLEX TO IgM	0	1	0	4	2	0	0	0	0	0	0	0
LU12	2727	HEPATITIS A IgM	0	0	0	0	0	0	0	0	1	0	0	0
LU12	2737	HEPATITIS B SURFACE AB	0	1	0	4	2	0	0	0	0	0	0	0
LU12	2739	HEPATITIS B SURF AG	0	1	0	4	2	0	0	0	0	0	0	0
